DISTRICT,REGION,DEPARTEMENT,SOUS-PREFECTURE OU COMMUNE,CATEGORIE,EFFECTIF
LAGUNES,AGNEBY-TIASSA ,TIASSALE,GBOLOUVILLE,MENAGE,6430
LAGUNES,AGNEBY-TIASSA ,TIASSALE,MOROKRO,MENAGE,8158
LAGUNES,AGNEBY-TIASSA ,TIASSALE,N'DOUCI,MENAGE,17644
LAGUNES,AGNEBY-TIASSA ,TIASSALE,TIASSALE,MENAGE,19135
LAGUNES,ME ,ADZOPE,ADZOPE,MENAGE,25668
LAGUNES,ME ,ADZOPE,AGOU,MENAGE,4555
LAGUNES,ME ,ADZOPE,ANNEPE,MENAGE,2721
LAGUNES,ME ,ADZOPE,ASSIKOI,MENAGE,2566
LAGUNES,ME ,ADZOPE,BECEDI-BRIGNAN,MENAGE,2750
LAGUNES,ME ,ADZOPE,YAKASSE-ME,MENAGE,3668
LAGUNES,ME ,AKOUPE,AFFERY,MENAGE,7391
LAGUNES,ME ,AKOUPE,AKOUPE,MENAGE,11500
LAGUNES,ME ,AKOUPE,BECOUEFIN,MENAGE,5066
LAGUNES,ME ,ALEPE,ABOISSO-COMOE,MENAGE,4074
LAGUNES,ME ,ALEPE,ALEPE,MENAGE,11141
LAGUNES,ME ,ALEPE,ALLOSSO,MENAGE,2195
LAGUNES,ME ,ALEPE,DANGUIRA,MENAGE,8351
LAGUNES,ME ,ALEPE,OGHLWAPO,MENAGE,3154
LAGUNES,ME ,YAKASSE-ATTOBROU,ABONGOUA,MENAGE,2208
LAGUNES,ME ,YAKASSE-ATTOBROU,BIEBY,MENAGE,3037
LAGUNES,ME ,YAKASSE-ATTOBROU,YAKASSE-ATTOBROU,MENAGE,7999
MONTAGNES,TONKPI ,BIANKOUMA,BIANKOUMA,MENAGE,14505
MONTAGNES,TONKPI ,BIANKOUMA,BLAPLEU,MENAGE,5150
MONTAGNES,TONKPI ,BIANKOUMA,GBANGBEGOUINE,MENAGE,1256
MONTAGNES,TONKPI ,BIANKOUMA,GBONNE,MENAGE,10246
MONTAGNES,TONKPI ,BIANKOUMA,GOUINE,MENAGE,4582
MONTAGNES,TONKPI ,BIANKOUMA,KPATA,MENAGE,2127
MONTAGNES,TONKPI ,BIANKOUMA,SANTA-BIANKOUMA,MENAGE,10161
MONTAGNES,TONKPI ,DANANE,DALEU,MENAGE,10998
MONTAGNES,TONKPI ,DANANE,DANANE,MENAGE,26004
MONTAGNES,TONKPI ,DANANE,GBON-HOUYE,MENAGE,3522
MONTAGNES,TONKPI ,DANANE,KOUAN-HOULE,MENAGE,7056
MONTAGNES,TONKPI ,DANANE,MAHAPLEU,MENAGE,13396
MONTAGNES,TONKPI ,DANANE,SEILEU,MENAGE,4083
MONTAGNES,TONKPI ,DANANE,ZONNEU,MENAGE,5137
MONTAGNES,TONKPI ,MAN,BOGOUINE,MENAGE,4021
MONTAGNES,TONKPI ,MAN,FAGNAMPLEU,MENAGE,707
MONTAGNES,TONKPI ,MAN,GBANGBEGOUINE YATI,MENAGE,4960
MONTAGNES,TONKPI ,MAN,LOGOUALE,MENAGE,6352
MONTAGNES,TONKPI ,MAN,MAN,MENAGE,49052
MONTAGNES,TONKPI ,MAN,PODIAGOUINE,MENAGE,6319
MONTAGNES,TONKPI ,MAN,SANDOUGOU-SOBA,MENAGE,1860
MONTAGNES,TONKPI ,MAN,SANGOUINE,MENAGE,12048
MONTAGNES,TONKPI ,MAN,YAPLEU,MENAGE,2000
MONTAGNES,TONKPI ,MAN,ZAGOUE,MENAGE,1497
MONTAGNES,TONKPI ,MAN,ZIOGOUINE,MENAGE,2880
MONTAGNES,TONKPI ,SIPILOU,SIPILOU,MENAGE,7826
MONTAGNES,TONKPI ,SIPILOU,YORODOUGOU,MENAGE,6935
MONTAGNES,TONKPI ,ZOUAN-HOUNIEN,BANNEU,MENAGE,3271
MONTAGNES,TONKPI ,ZOUAN-HOUNIEN,BIN-HOUYE,MENAGE,5080
MONTAGNES,TONKPI ,ZOUAN-HOUNIEN,GOULALEU,MENAGE,4961
MONTAGNES,TONKPI ,ZOUAN-HOUNIEN,TEAPLEU,MENAGE,7351
MONTAGNES,TONKPI ,ZOUAN-HOUNIEN,YELLEU,MENAGE,2516
MONTAGNES,TONKPI ,ZOUAN-HOUNIEN,ZOUAN-HOUNIEN,MENAGE,20792
MONTAGNES,CAVALLY,BLOLEQUIN,BLOLEQUIN,MENAGE,24448
MONTAGNES,CAVALLY,BLOLEQUIN,DIBOKE,MENAGE,5467
MONTAGNES,CAVALLY,BLOLEQUIN,DOKE,MENAGE,7767
MONTAGNES,CAVALLY,BLOLEQUIN,TINHOU,MENAGE,4769
MONTAGNES,CAVALLY,BLOLEQUIN,ZEAGLO,MENAGE,6559
MONTAGNES,CAVALLY,GUIGLO,BEDY-GOAZON,MENAGE,5286
MONTAGNES,CAVALLY,GUIGLO,GUIGLO,MENAGE,31791
MONTAGNES,CAVALLY,GUIGLO,KAADE,MENAGE,7015
MONTAGNES,CAVALLY,GUIGLO,NIZAHON,MENAGE,3237
MONTAGNES,CAVALLY,TAÏ,TAÏ,MENAGE,9238
MONTAGNES,CAVALLY,TAÏ,ZAGNE,MENAGE,15876
MONTAGNES,CAVALLY,TOULEPLEU,BAKOUBLY,MENAGE,1537
MONTAGNES,CAVALLY,TOULEPLEU,MEO,MENAGE,4719
MONTAGNES,CAVALLY,TOULEPLEU,NEZOBLY,MENAGE,1130
MONTAGNES,CAVALLY,TOULEPLEU,PEHE,MENAGE,3227
MONTAGNES,CAVALLY,TOULEPLEU,TIOBLY,MENAGE,1807
MONTAGNES,CAVALLY,TOULEPLEU,TOULEPLEU,MENAGE,5671
MONTAGNES,GUEMON,BANGOLO,BANGOLO,MENAGE,12169
MONTAGNES,GUEMON,BANGOLO,BEOUE-ZIBIAO,MENAGE,3585
MONTAGNES,GUEMON,BANGOLO,BLENIMEOUIN,MENAGE,2754
MONTAGNES,GUEMON,BANGOLO,DIEOUZON,MENAGE,3472
MONTAGNES,GUEMON,BANGOLO,GOHOUO-ZAGNA,MENAGE,2290
MONTAGNES,GUEMON,BANGOLO,GUINGLO-TAHOUAKE,MENAGE,3268
MONTAGNES,GUEMON,BANGOLO,KAHIN-ZARABAON,MENAGE,10211
MONTAGNES,GUEMON,BANGOLO,ZEO,MENAGE,2641
MONTAGNES,GUEMON,BANGOLO,ZOU,MENAGE,8820
MONTAGNES,GUEMON,DUEKOUE,BAGOHOUO,MENAGE,4921
MONTAGNES,GUEMON,DUEKOUE,DUEKOUE,MENAGE,43377
MONTAGNES,GUEMON,DUEKOUE,GBAPLEU,MENAGE,9211
MONTAGNES,GUEMON,DUEKOUE,GUEHIEBLY,MENAGE,8583
MONTAGNES,GUEMON,DUEKOUE,GUEZON-DUEKOUE,MENAGE,9198
MONTAGNES,GUEMON,FACOBLY,FACOBLY,MENAGE,5052
MONTAGNES,GUEMON,FACOBLY,GUEZON (DE FACOBLY),MENAGE,1790
MONTAGNES,GUEMON,FACOBLY,KOUA,MENAGE,2017
MONTAGNES,GUEMON,FACOBLY,SEMIEN,MENAGE,5440
MONTAGNES,GUEMON,FACOBLY,TIENY-SIABLY,MENAGE,1816
MONTAGNES,GUEMON,KOUIBLY,KOUIBLY,MENAGE,7619
MONTAGNES,GUEMON,KOUIBLY,NIDROU,MENAGE,2927
MONTAGNES,GUEMON,KOUIBLY,OUYABLY-GNONDROU,MENAGE,8616
MONTAGNES,GUEMON,KOUIBLY,TOTRODROU,MENAGE,4125
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,DALOA,BEDIALA,MENAGE,12125
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,DALOA,DALOA,MENAGE,80584
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,DALOA,GADOUAN,MENAGE,9546
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,DALOA,GBOGUHE,MENAGE,11154
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,DALOA,GONATE,MENAGE,7198
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,DALOA,ZAÏBO,MENAGE,3632
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,ISSIA,BOGUEDIA,MENAGE,4466
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,ISSIA,IBOGUHE,MENAGE,9181
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,ISSIA,ISSIA,MENAGE,23248
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,ISSIA,NAHIO,MENAGE,4223
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,ISSIA,NAMANE,MENAGE,7486
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,ISSIA,SAÏOUA,MENAGE,17517
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,ISSIA,TAPEGUIA,MENAGE,5666
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,VAVOUA,BAZRA-NATTIS,MENAGE,8326
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,VAVOUA,DANANON,MENAGE,4679
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,VAVOUA,DANIA,MENAGE,14938
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,VAVOUA,KETTRO-BASSAM,MENAGE,3062
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,VAVOUA,SEITIFLA,MENAGE,14250
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,VAVOUA,VAVOUA,MENAGE,21222
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,ZOUKOUGBEU,DOMANGBEU,MENAGE,2750
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,ZOUKOUGBEU,GREGBEU,MENAGE,4702
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,ZOUKOUGBEU,GUESSABO,MENAGE,7099
SASSANDRA-MARAHOUE ,HAUT-SASSANDRA,ZOUKOUGBEU,ZOUKOUGBEU,MENAGE,10448
SASSANDRA-MARAHOUE ,MARAHOUE,BONON,BONON,MENAGE,18735
SASSANDRA-MARAHOUE ,MARAHOUE,BONON,ZAGUIETA,MENAGE,6731
SASSANDRA-MARAHOUE ,MARAHOUE,BOUAFLE,BEGBESSOU,MENAGE,5519
SASSANDRA-MARAHOUE ,MARAHOUE,BOUAFLE,BOUAFLE,MENAGE,45210
SASSANDRA-MARAHOUE ,MARAHOUE,BOUAFLE,N'DOUFFOUKANKRO,MENAGE,3575
SASSANDRA-MARAHOUE ,MARAHOUE,BOUAFLE,PAKOUABO,MENAGE,4411
SASSANDRA-MARAHOUE ,MARAHOUE,BOUAFLE,TIBEITA,MENAGE,4301
SASSANDRA-MARAHOUE ,MARAHOUE,GOHITAFLA,GOHITAFLA,MENAGE,6249
SASSANDRA-MARAHOUE ,MARAHOUE,GOHITAFLA,IRIEFLA,MENAGE,1107
SASSANDRA-MARAHOUE ,MARAHOUE,GOHITAFLA,MAMINIGUI,MENAGE,4012
SASSANDRA-MARAHOUE ,MARAHOUE,SINFRA,BAZRE,MENAGE,5277
SASSANDRA-MARAHOUE ,MARAHOUE,SINFRA,KONONFLA,MENAGE,10195
SASSANDRA-MARAHOUE ,MARAHOUE,SINFRA,KOUETINFLA,MENAGE,4871
SASSANDRA-MARAHOUE ,MARAHOUE,SINFRA,SINFRA,MENAGE,24635
SASSANDRA-MARAHOUE ,MARAHOUE,ZUENOULA,KANZRA,MENAGE,5605
SASSANDRA-MARAHOUE ,MARAHOUE,ZUENOULA,VOUEBOUFLA,MENAGE,4779
SASSANDRA-MARAHOUE ,MARAHOUE,ZUENOULA,ZANZRA,MENAGE,7278
SASSANDRA-MARAHOUE ,MARAHOUE,ZUENOULA,ZUENOULA,MENAGE,14815
SAVANES ,PORO,DIKODOUGOU,BORON,MENAGE,4587
SAVANES ,PORO,DIKODOUGOU,DIKODOUGOU,MENAGE,7362
SAVANES ,PORO,DIKODOUGOU,GUIEMBE,MENAGE,3195
SAVANES ,PORO,KORHOGO,DASSOUNGBOHO,MENAGE,1381
SAVANES ,PORO,KORHOGO,KANOROBA,MENAGE,3436
SAVANES ,PORO,KORHOGO,KARAKORO,MENAGE,3498
SAVANES ,PORO,KORHOGO,KIEMOU,MENAGE,5822
SAVANES ,PORO,KORHOGO,KOMBOLOKOURA,MENAGE,1776
SAVANES ,PORO,KORHOGO,KOMBORODOUGOU,MENAGE,2810
SAVANES ,PORO,KORHOGO,KONI,MENAGE,2699
SAVANES ,PORO,KORHOGO,KORHOGO,MENAGE,81738
SAVANES ,PORO,KORHOGO,LATAHA,MENAGE,4516
SAVANES ,PORO,KORHOGO,NAFOUN,MENAGE,1442
SAVANES ,PORO,KORHOGO,NAPIELEODOUGOU,MENAGE,6429
SAVANES ,PORO,KORHOGO,N'GANON,MENAGE,1767
SAVANES ,PORO,KORHOGO,NIOFOIN,MENAGE,6844
SAVANES ,PORO,KORHOGO,SIRASSO,MENAGE,4495
SAVANES ,PORO,KORHOGO,SOHOUO,MENAGE,1907
SAVANES ,PORO,KORHOGO,TIORONIARADOUGOU,MENAGE,3424
SAVANES ,PORO,M'BENGUE,BOUGOU,MENAGE,1667
SAVANES ,PORO,M'BENGUE,KATIALI,MENAGE,1810
SAVANES ,PORO,M'BENGUE,KATOGO,MENAGE,2912
SAVANES ,PORO,M'BENGUE,M'BENGUE,MENAGE,11963
SAVANES ,PORO,SINEMATIALI,BAHOUAKAHA,MENAGE,1066
SAVANES ,PORO,SINEMATIALI,KAGBOLODOUGOU,MENAGE,1783
SAVANES ,PORO,SINEMATIALI,SEDIEGO,MENAGE,1181
SAVANES ,PORO,SINEMATIALI,SINEMATIALI,MENAGE,8663
SAVANES ,TCHOLOGO ,FERKESSEDOUGOU,FERKESSEDOUGOU,MENAGE,29865
SAVANES ,TCHOLOGO ,FERKESSEDOUGOU,KOUMBALA,MENAGE,2085
SAVANES ,TCHOLOGO ,FERKESSEDOUGOU,TOGONIERE,MENAGE,2487
SAVANES ,TCHOLOGO ,KONG,BILIMONO,MENAGE,4072
SAVANES ,TCHOLOGO ,KONG,KONG,MENAGE,5917
SAVANES ,TCHOLOGO ,KONG,NAFANA(DE KONG),MENAGE,4032
SAVANES ,TCHOLOGO ,KONG,SIKOLO,MENAGE,5371
SAVANES ,TCHOLOGO ,OUANGOLODOUGOU,DIAWALA,MENAGE,8067
SAVANES ,TCHOLOGO ,OUANGOLODOUGOU,KAOUARA,MENAGE,4142
SAVANES ,TCHOLOGO ,OUANGOLODOUGOU,NIELLE,MENAGE,5501
SAVANES ,TCHOLOGO ,OUANGOLODOUGOU,OUANGOLODOUGOU,MENAGE,13218
SAVANES ,TCHOLOGO ,OUANGOLODOUGOU,TOUMOUKORO,MENAGE,4959
SAVANES ,BAGOUE ,BOUNDIALI,BAYA,MENAGE,2019
SAVANES ,BAGOUE ,BOUNDIALI,BOUNDIALI,MENAGE,13905
SAVANES ,BAGOUE ,BOUNDIALI,GANAONI,MENAGE,3676
SAVANES ,BAGOUE ,BOUNDIALI,KASSERE,MENAGE,5711
SAVANES ,BAGOUE ,BOUNDIALI,SIEMPURGO,MENAGE,4102
SAVANES ,BAGOUE ,KOUTO,BLESSEGUE,MENAGE,2364
SAVANES ,BAGOUE ,KOUTO,GBON,MENAGE,2819
SAVANES ,BAGOUE ,KOUTO,KOLIA,MENAGE,3097
SAVANES ,BAGOUE ,KOUTO,KOUTO,MENAGE,5958
SAVANES ,BAGOUE ,KOUTO,SIANHALA,MENAGE,2694
SAVANES ,BAGOUE ,TENGRELA,DEBETE,MENAGE,699
SAVANES ,BAGOUE ,TENGRELA,KANAKONO,MENAGE,4821
SAVANES ,BAGOUE ,TENGRELA,PAPARA,MENAGE,3443
SAVANES ,BAGOUE ,TENGRELA,TENGRELA,MENAGE,13496
VALLEE DU BANDAMAN,GBEKE,BEOUMI,ANDO-KEKRENOU,MENAGE,2618
VALLEE DU BANDAMAN,GBEKE,BEOUMI,BEOUMI,MENAGE,15381
VALLEE DU BANDAMAN,GBEKE,BEOUMI,BODOKRO,MENAGE,5223
VALLEE DU BANDAMAN,GBEKE,BEOUMI,KONDROBO,MENAGE,2534
VALLEE DU BANDAMAN,GBEKE,BEOUMI,LOLOBO (DE BEOUMI),MENAGE,1592
VALLEE DU BANDAMAN,GBEKE,BEOUMI,MARABADIASSA,MENAGE,1870
VALLEE DU BANDAMAN,GBEKE,BEOUMI,N'GUESSANKRO (DE BEOUMI),MENAGE,2198
VALLEE DU BANDAMAN,GBEKE,BOTRO,BOTRO,MENAGE,5547
VALLEE DU BANDAMAN,GBEKE,BOTRO,DIABO,MENAGE,5539
VALLEE DU BANDAMAN,GBEKE,BOTRO,KROFOINSOU,MENAGE,1999
VALLEE DU BANDAMAN,GBEKE,BOTRO,LANGUIBONOU,MENAGE,5224
VALLEE DU BANDAMAN,GBEKE,BOUAKE,BOUAKE,MENAGE,152187
VALLEE DU BANDAMAN,GBEKE,BOUAKE,BOUNDA,MENAGE,1975
VALLEE DU BANDAMAN,GBEKE,BOUAKE,BROBO,MENAGE,4123
VALLEE DU BANDAMAN,GBEKE,BOUAKE,DJEBONOUA,MENAGE,6242
VALLEE DU BANDAMAN,GBEKE,BOUAKE,MAMINI,MENAGE,2953
VALLEE DU BANDAMAN,GBEKE,SAKASSOU,AYAOU-SRAN,MENAGE,3431
VALLEE DU BANDAMAN,GBEKE,SAKASSOU,DIBRI-ASSIRIKRO,MENAGE,3043
VALLEE DU BANDAMAN,GBEKE,SAKASSOU,SAKASSOU,MENAGE,13362
VALLEE DU BANDAMAN,GBEKE,SAKASSOU,TOUMODI-SAKASSOU,MENAGE,981
VALLEE DU BANDAMAN,HAMBOL ,DABAKALA,BASSAWA,MENAGE,4376
VALLEE DU BANDAMAN,HAMBOL ,DABAKALA,BONIEREDOUGOU,MENAGE,6095
VALLEE DU BANDAMAN,HAMBOL ,DABAKALA,DABAKALA,MENAGE,14894
VALLEE DU BANDAMAN,HAMBOL ,DABAKALA,FOUMBOLO,MENAGE,7200
VALLEE DU BANDAMAN,HAMBOL ,DABAKALA,NIEMENE,MENAGE,3582
VALLEE DU BANDAMAN,HAMBOL ,DABAKALA,SATAMA-SOKORO,MENAGE,6048
VALLEE DU BANDAMAN,HAMBOL ,DABAKALA,SATAMA-SOKOURA,MENAGE,3004
VALLEE DU BANDAMAN,HAMBOL ,DABAKALA,SOKALA-SOBARA,MENAGE,2922
VALLEE DU BANDAMAN,HAMBOL ,DABAKALA,TENDENE-BAMBARASSO,MENAGE,2648
VALLEE DU BANDAMAN,HAMBOL ,DABAKALA,YAOSSEDOUGOU,MENAGE,1535
VALLEE DU BANDAMAN,HAMBOL ,KATIOLA,FRONAN,MENAGE,9327
VALLEE DU BANDAMAN,HAMBOL ,KATIOLA,KATIOLA,MENAGE,18052
VALLEE DU BANDAMAN,HAMBOL ,KATIOLA,TIMBE,MENAGE,2694
VALLEE DU BANDAMAN,HAMBOL ,NIAKARAMADOUGOU,ARIKOKAHA,MENAGE,1807
VALLEE DU BANDAMAN,HAMBOL ,NIAKARAMADOUGOU,BADIKAHA,MENAGE,6261
VALLEE DU BANDAMAN,HAMBOL ,NIAKARAMADOUGOU,NIAKARAMADOUGOU,MENAGE,14306
VALLEE DU BANDAMAN,HAMBOL ,NIAKARAMADOUGOU,NIEDEKAHA,MENAGE,2166
VALLEE DU BANDAMAN,HAMBOL ,NIAKARAMADOUGOU,TAFIRE,MENAGE,5490
VALLEE DU BANDAMAN,HAMBOL ,NIAKARAMADOUGOU,TORTIYA,MENAGE,5279
WOROBA,WORODOUGOU,KANI,DJIBROSSO,MENAGE,4710
WOROBA,WORODOUGOU,KANI,FADIADOUGOU,MENAGE,6362
WOROBA,WORODOUGOU,KANI,KANI,MENAGE,11327
WOROBA,WORODOUGOU,KANI,MORONDO,MENAGE,3641
WOROBA,WORODOUGOU,SEGUELA,BOBI,MENAGE,1730
WOROBA,WORODOUGOU,SEGUELA,DIARABANA,MENAGE,5800
WOROBA,WORODOUGOU,SEGUELA,DUALLA,MENAGE,2489
WOROBA,WORODOUGOU,SEGUELA,KAMALO,MENAGE,2864
WOROBA,WORODOUGOU,SEGUELA,MASSALA,MENAGE,6181
WOROBA,WORODOUGOU,SEGUELA,SEGUELA,MENAGE,18775
WOROBA,WORODOUGOU,SEGUELA,SIFIE,MENAGE,7223
WOROBA,WORODOUGOU,SEGUELA,WOROFLA,MENAGE,11173
WOROBA,BERE,DIANRA,DIANRA,MENAGE,11176
WOROBA,BERE,DIANRA,DIANRA-VILLAGE,MENAGE,9752
WOROBA,BERE,KOUNAHIRI,KONGASSO,MENAGE,5462
WOROBA,BERE,KOUNAHIRI,KOUNAHIRI,MENAGE,9326
WOROBA,BERE,MANKONO,BOUANDOUGOU,MENAGE,9705
WOROBA,BERE,MANKONO,MANKONO,MENAGE,11877
WOROBA,BERE,MANKONO,MARANDALAH,MENAGE,6243
WOROBA,BERE,MANKONO,SARHALA,MENAGE,9372
WOROBA,BERE,MANKONO,TIENINGBOUE,MENAGE,8640
WOROBA,BAFING,KORO,BOOKO,MENAGE,3429
WOROBA,BAFING,KORO,BOROTOU,MENAGE,781
WOROBA,BAFING,KORO,KORO,MENAGE,6780
WOROBA,BAFING,KORO,MAHANDOUGOU,MENAGE,896
WOROBA,BAFING,KORO,NIOKOSSO,MENAGE,1281
WOROBA,BAFING,OUANINOU,GBELO,MENAGE,1618
WOROBA,BAFING,OUANINOU,GOUEKAN,MENAGE,597
WOROBA,BAFING,OUANINOU,KOONAN,MENAGE,1322
WOROBA,BAFING,OUANINOU,OUANINOU,MENAGE,4773
WOROBA,BAFING,OUANINOU,SABOUDOUGOU,MENAGE,870
WOROBA,BAFING,OUANINOU,SANTA (DE OUANINOU),MENAGE,1635
WOROBA,BAFING,TOUBA,DIOMAN,MENAGE,1091
WOROBA,BAFING,TOUBA,FOUNGBESSO,MENAGE,4433
WOROBA,BAFING,TOUBA,GUINTEGUELA,MENAGE,6261
WOROBA,BAFING,TOUBA,TOUBA,MENAGE,10451
ZANZAN ,GONTOUGO,BONDOUKOU,APPIMANDOUM,MENAGE,2864
ZANZAN ,GONTOUGO,BONDOUKOU,PINDA-BOROKO,MENAGE,1499
ZANZAN ,GONTOUGO,BONDOUKOU,BONDO,MENAGE,6479
ZANZAN ,GONTOUGO,BONDOUKOU,BONDOUKOU,MENAGE,36959
ZANZAN ,GONTOUGO,BONDOUKOU,GOUMERE,MENAGE,5709
ZANZAN ,GONTOUGO,BONDOUKOU,LAOUDI-BA,MENAGE,23639
ZANZAN ,GONTOUGO,BONDOUKOU,SAPLI-SEPINGO,MENAGE,2786
ZANZAN ,GONTOUGO,BONDOUKOU,SOROBANGO,MENAGE,8921
ZANZAN ,GONTOUGO,BONDOUKOU,TABAGNE,MENAGE,6990
ZANZAN ,GONTOUGO,BONDOUKOU,TAGADI,MENAGE,7436
ZANZAN ,GONTOUGO,BONDOUKOU,TAOUDI,MENAGE,6292
ZANZAN ,GONTOUGO,BONDOUKOU,YEZIMALA,MENAGE,2769
ZANZAN ,GONTOUGO,KOUN-FAO,BOAHIA,MENAGE,2153
ZANZAN ,GONTOUGO,KOUN-FAO,KOKOMIAN,MENAGE,2511
ZANZAN ,GONTOUGO,KOUN-FAO,KOUASSI-DATEKRO,MENAGE,7054
ZANZAN ,GONTOUGO,KOUN-FAO,KOUN-FAO,MENAGE,10047
ZANZAN ,GONTOUGO,KOUN-FAO,TANKESSE,MENAGE,7875
ZANZAN ,GONTOUGO,KOUN-FAO,TIENKOIKRO,MENAGE,4856
ZANZAN ,GONTOUGO,SANDEGUE,BANDAKAGNI-TOMORA,MENAGE,2611
ZANZAN ,GONTOUGO,SANDEGUE,DIMANDOUGOU,MENAGE,2404
ZANZAN ,GONTOUGO,SANDEGUE,SANDEGUE,MENAGE,6638
ZANZAN ,GONTOUGO,SANDEGUE,YOROBODI,MENAGE,5655
ZANZAN ,GONTOUGO,TRANSUA,ASSUEFRY,MENAGE,7748
ZANZAN ,GONTOUGO,TRANSUA,KOUASSI-NIAGUINI,MENAGE,2949
ZANZAN ,GONTOUGO,TRANSUA,TRANSUA,MENAGE,8213
ZANZAN ,GONTOUGO,TANDA,AMANVI,MENAGE,2977
ZANZAN ,GONTOUGO,TANDA,DIAMBA,MENAGE,3761
ZANZAN ,GONTOUGO,TANDA,TANDA,MENAGE,16100
ZANZAN ,GONTOUGO,TANDA,TCHEDIO,MENAGE,3855
ZANZAN ,BOUNKANI ,BOUNA,BOUKO,MENAGE,3230
ZANZAN ,BOUNKANI ,BOUNA,BOUNA,MENAGE,17285
ZANZAN ,BOUNKANI ,BOUNA,ONDEFIDOUO,MENAGE,4855
ZANZAN ,BOUNKANI ,BOUNA,YOUNDOUO,MENAGE,3494
ZANZAN ,BOUNKANI ,DOROPO,DANOA,MENAGE,1465
ZANZAN ,BOUNKANI ,DOROPO,DOROPO,MENAGE,8269
ZANZAN ,BOUNKANI ,DOROPO,KALAMON,MENAGE,1400
ZANZAN ,BOUNKANI ,DOROPO,NIAMOUE,MENAGE,2493
ZANZAN ,BOUNKANI ,NASSIAN,BOGOFA,MENAGE,1937
ZANZAN ,BOUNKANI ,NASSIAN,KAKPIN,MENAGE,1719
ZANZAN ,BOUNKANI ,NASSIAN,KOTOUBA,MENAGE,2516
ZANZAN ,BOUNKANI ,NASSIAN,NASSIAN,MENAGE,6267
ZANZAN ,BOUNKANI ,NASSIAN,SOMINASSE,MENAGE,2079
ZANZAN ,BOUNKANI ,TEHINI,GOGO,MENAGE,2328
ZANZAN ,BOUNKANI ,TEHINI,TEHINI,MENAGE,3483
ZANZAN ,BOUNKANI ,TEHINI,TOUGBO,MENAGE,3772
